date_time,temperature,humidity,pressure
2017-01-01 00:00:00+00:00,-3.1,85.8,1092.1
2017-01-01 01:00:00+00:00,-3.4,85.7,1091.4
2017-01-01 02:00:00+00:00,-3.6,87.2,1090.8
2017-01-01 03:00:00+00:00,-3.6,87.5,1090.0
2017-01-01 04:00:00+00:00,-3.6,87.7,1089.2
2017-01-01 05:00:00+00:00,-3.7,87.3,1088.9
2017-01-01 06:00:00+00:00,-3.9,87.1,1088.7
2017-01-01 07:00:00+00:00,-4.0,86.8,1088.3
2017-01-01 08:00:00+00:00,-3.6,85.3,1088.1
2017-01-01 09:00:00+00:00,-2.6,81.9,1087.8
2017-01-01 10:00:00+00:00,-1.3,78.6,1087.2
2017-01-01 11:00:00+00:00,0.1,75.0,1086.1
2017-01-01 12:00:00+00:00,1.1,73.1,1085.1
2017-01-01 13:00:00+00:00,1.9,70.6,1084.2
2017-01-01 14:00:00+00:00,2.1,69.6,1084.4
2017-01-01 15:00:00+00:00,1.8,70.3,1084.5
2017-01-01 16:00:00+00:00,0.0,78.8,1084.5
2017-01-01 17:00:00+00:00,-0.9,84.0,1084.8
2017-01-01 18:00:00+00:00,-1.6,86.7,1085.1
2017-01-01 19:00:00+00:00,-2.2,88.3,1085.4
2017-01-01 20:00:00+00:00,-2.7,90.0,1085.4
2017-01-01 21:00:00+00:00,-3.4,92.0,1085.6
2017-01-01 22:00:00+00:00,-3.6,94.9,1085.7
2017-01-01 23:00:00+00:00,-3.3,94.8,1085.7
2017-01-02 00:00:00+00:00,-3.5,91.8,1085.5
2017-01-02 01:00:00+00:00,-3.6,91.5,1085.4
2017-01-02 02:00:00+00:00,-3.6,92.2,1085.1
2017-01-02 03:00:00+00:00,-3.4,93.6,1085.1
2017-01-02 04:00:00+00:00,-3.8,92.9,1085.4
2017-01-02 05:00:00+00:00,-3.3,90.2,1085.6
2017-01-02 06:00:00+00:00,-2.9,89.7,1085.9
2017-01-02 07:00:00+00:00,-2.6,90.0,1086.1
2017-01-02 08:00:00+00:00,-2.2,88.6,1086.3
2017-01-02 09:00:00+00:00,-1.3,86.6,1086.3
2017-01-02 10:00:00+00:00,-0.8,90.5,1086.5
2017-01-02 11:00:00+00:00,-0.2,89.1,1086.6
2017-01-02 12:00:00+00:00,0.2,88.9,1086.2
2017-01-02 13:00:00+00:00,0.9,87.1,1085.9
2017-01-02 14:00:00+00:00,1.2,85.3,1086.0
2017-01-02 15:00:00+00:00,1.3,85.2,1086.5
2017-01-02 16:00:00+00:00,0.8,89.8,1087.2
2017-01-02 17:00:00+00:00,0.1,95.2,1087.7
2017-01-02 18:00:00+00:00,0.1,93.6,1088.0
2017-01-02 19:00:00+00:00,0.0,94.2,1088.6
2017-01-02 20:00:00+00:00,-0.1,92.3,1089.0
2017-01-02 21:00:00+00:00,-0.3,91.7,1089.4
2017-01-02 22:00:00+00:00,-0.4,92.9,1090.0
2017-01-02 23:00:00+00:00,-0.7,93.9,1090.4
2017-01-03 00:00:00+00:00,-1.0,93.6,1090.5
2017-01-03 01:00:00+00:00,-1.2,94.2,1090.8
2017-01-03 02:00:00+00:00,-1.7,94.1,1091.0
2017-01-03 03:00:00+00:00,-1.7,92.4,1091.1
2017-01-03 04:00:00+00:00,-1.6,90.3,1091.4
2017-01-03 05:00:00+00:00,-1.8,90.2,1091.7
2017-01-03 06:00:00+00:00,-1.7,89.3,1092.1
2017-01-03 07:00:00+00:00,-1.7,89.0,1092.0
2017-01-03 08:00:00+00:00,-1.7,87.9,1092.3
2017-01-03 09:00:00+00:00,-1.6,83.5,1092.4
2017-01-03 10:00:00+00:00,-1.4,83.3,1092.9
2017-01-03 11:00:00+00:00,-1.2,82.3,1092.5
2017-01-03 12:00:00+00:00,-0.9,77.5,1092.0
2017-01-03 13:00:00+00:00,0.0,77.3,1091.5
2017-01-03 14:00:00+00:00,-0.6,81.9,1091.2
2017-01-03 15:00:00+00:00,-1.0,84.2,1091.3
2017-01-03 16:00:00+00:00,-2.1,88.6,1091.3
2017-01-03 17:00:00+00:00,-2.4,90.0,1091.3
2017-01-03 18:00:00+00:00,-1.9,88.6,1091.7
2017-01-03 19:00:00+00:00,-2.1,89.3,1091.6
2017-01-03 20:00:00+00:00,-2.2,88.7,1091.6
2017-01-03 21:00:00+00:00,-2.6,90.0,1091.0
2017-01-03 22:00:00+00:00,-3.6,89.3,1090.2
2017-01-03 23:00:00+00:00,-4.5,89.9,1090.1
2017-01-04 00:00:00+00:00,-4.2,92.4,1089.7
2017-01-04 01:00:00+00:00,-4.5,92.7,1088.7
2017-01-04 02:00:00+00:00,-4.3,89.4,1088.4
2017-01-04 03:00:00+00:00,-3.8,90.2,1087.9
2017-01-04 04:00:00+00:00,-2.8,84.0,1087.6
2017-01-04 05:00:00+00:00,-1.1,75.5,1086.7
2017-01-04 06:00:00+00:00,-0.8,76.7,1086.8
2017-01-04 07:00:00+00:00,0.6,67.2,1086.1
2017-01-04 08:00:00+00:00,1.1,67.3,1085.9
2017-01-04 09:00:00+00:00,0.3,74.8,1085.8
2017-01-04 10:00:00+00:00,-0.1,80.8,1085.9
2017-01-04 11:00:00+00:00,0.3,81.2,1085.5
2017-01-04 12:00:00+00:00,1.4,77.1,1084.5
2017-01-04 13:00:00+00:00,1.7,76.5,1083.7
2017-01-04 14:00:00+00:00,1.9,75.7,1082.8
2017-01-04 15:00:00+00:00,1.9,77.5,1082.9
2017-01-04 16:00:00+00:00,1.5,81.4,1083.1
2017-01-04 17:00:00+00:00,1.4,80.5,1083.1
2017-01-04 18:00:00+00:00,1.4,78.3,1083.1
2017-01-04 19:00:00+00:00,1.4,77.5,1083.7
2017-01-04 20:00:00+00:00,1.3,77.8,1084.2
2017-01-04 21:00:00+00:00,1.2,78.6,1084.6
2017-01-04 22:00:00+00:00,1.0,80.5,1084.5
2017-01-04 23:00:00+00:00,0.7,80.3,1084.5
2017-01-05 00:00:00+00:00,1.1,79.8,1084.6
2017-01-05 01:00:00+00:00,1.1,81.7,1085.1
2017-01-05 02:00:00+00:00,0.7,86.4,1085.9
2017-01-05 03:00:00+00:00,0.5,84.1,1086.3
2017-01-05 04:00:00+00:00,0.3,84.0,1087.0
2017-01-05 05:00:00+00:00,-0.2,84.2,1087.7
2017-01-05 06:00:00+00:00,-0.9,86.0,1088.2
2017-01-05 07:00:00+00:00,-1.5,86.7,1088.8
2017-01-05 08:00:00+00:00,-0.3,84.3,1089.1
2017-01-05 09:00:00+00:00,1.0,76.5,1089.4
2017-01-05 10:00:00+00:00,0.6,80.1,1090.0
2017-01-05 11:00:00+00:00,0.4,88.2,1090.4
2017-01-05 12:00:00+00:00,1.2,78.5,1090.4
2017-01-05 13:00:00+00:00,0.8,76.3,1091.0
2017-01-05 14:00:00+00:00,-0.1,87.2,1091.9
2017-01-05 15:00:00+00:00,-0.3,77.6,1092.7
2017-01-05 16:00:00+00:00,-1.0,64.6,1093.7
2017-01-05 17:00:00+00:00,-1.8,71.0,1094.9
2017-01-05 18:00:00+00:00,-2.0,73.4,1095.7
2017-01-05 19:00:00+00:00,-2.4,73.5,1096.6
2017-01-05 20:00:00+00:00,-3.6,77.8,1097.0
2017-01-05 21:00:00+00:00,-5.3,82.7,1097.6
2017-01-05 22:00:00+00:00,-6.0,86.3,1098.5
2017-01-05 23:00:00+00:00,-6.2,87.3,1099.1
2017-01-06 00:00:00+00:00,-6.0,88.5,1099.7
2017-01-06 01:00:00+00:00,-6.7,89.1,1100.0
2017-01-06 02:00:00+00:00,-7.5,88.3,1100.1
2017-01-06 03:00:00+00:00,-7.3,87.6,1100.5
2017-01-06 04:00:00+00:00,-7.8,87.1,1100.6
2017-01-06 05:00:00+00:00,-8.0,86.4,1100.8
2017-01-06 06:00:00+00:00,-8.5,87.9,1101.5
2017-01-06 07:00:00+00:00,-9.2,90.5,1102.0
2017-01-06 08:00:00+00:00,-8.8,87.3,1102.4
2017-01-06 09:00:00+00:00,-6.7,80.3,1103.0
2017-01-06 10:00:00+00:00,-4.5,66.7,1102.8
2017-01-06 11:00:00+00:00,-3.3,57.2,1101.9
2017-01-06 12:00:00+00:00,-2.8,54.7,1101.2
2017-01-06 13:00:00+00:00,-2.9,62.1,1100.9
2017-01-06 14:00:00+00:00,-3.1,63.1,1100.9
2017-01-06 15:00:00+00:00,-3.7,63.1,1101.2
2017-01-06 16:00:00+00:00,-3.9,60.2,1101.8
2017-01-06 17:00:00+00:00,-4.7,61.6,1101.9
2017-01-06 18:00:00+00:00,-5.2,63.3,1101.8
2017-01-06 19:00:00+00:00,-5.8,65.0,1101.6
2017-01-06 20:00:00+00:00,-6.3,61.0,1101.3
2017-01-06 21:00:00+00:00,-6.8,62.6,1101.3
2017-01-06 22:00:00+00:00,-7.4,65.4,1101.2
2017-01-06 23:00:00+00:00,-7.8,67.6,1101.2
2017-01-07 00:00:00+00:00,-8.4,70.6,1100.9
2017-01-07 01:00:00+00:00,-9.2,75.1,1100.5
2017-01-07 02:00:00+00:00,-9.4,75.9,1100.5
2017-01-07 03:00:00+00:00,-9.6,76.2,1100.1
2017-01-07 04:00:00+00:00,-9.6,75.1,1099.8
2017-01-07 05:00:00+00:00,-9.5,74.3,1099.6
2017-01-07 06:00:00+00:00,-9.3,75.7,1099.7
2017-01-07 07:00:00+00:00,-9.3,76.8,1099.6
2017-01-07 08:00:00+00:00,-8.6,74.1,1099.5
2017-01-07 09:00:00+00:00,-7.6,70.7,1099.4
2017-01-07 10:00:00+00:00,-6.5,67.9,1099.0
2017-01-07 11:00:00+00:00,-5.4,64.4,1098.6
2017-01-07 12:00:00+00:00,-4.8,62.9,1098.3
2017-01-07 13:00:00+00:00,-4.0,63.0,1097.0
2017-01-07 14:00:00+00:00,-3.8,63.6,1096.8
2017-01-07 15:00:00+00:00,-3.5,64.1,1096.9
2017-01-07 16:00:00+00:00,-3.7,66.4,1097.0
2017-01-07 17:00:00+00:00,-3.9,69.6,1097.2
2017-01-07 18:00:00+00:00,-3.9,71.7,1097.2
2017-01-07 19:00:00+00:00,-3.8,72.2,1096.8
2017-01-07 20:00:00+00:00,-3.7,73.4,1096.5
2017-01-07 21:00:00+00:00,-3.8,78.5,1096.3
2017-01-07 22:00:00+00:00,-3.7,80.9,1095.8
2017-01-07 23:00:00+00:00,-3.6,81.4,1095.5
2017-01-08 00:00:00+00:00,-3.5,84.7,1095.2
2017-01-08 01:00:00+00:00,-3.4,86.1,1094.9
2017-01-08 02:00:00+00:00,-3.4,88.5,1094.9
2017-01-08 03:00:00+00:00,-3.3,90.1,1094.6
2017-01-08 04:00:00+00:00,-3.2,89.4,1094.3
2017-01-08 05:00:00+00:00,-3.0,88.6,1094.3
2017-01-08 06:00:00+00:00,-2.8,88.3,1094.5
2017-01-08 07:00:00+00:00,-2.6,87.7,1094.5
2017-01-08 08:00:00+00:00,-2.6,90.9,1095.2
2017-01-08 09:00:00+00:00,-2.1,90.9,1095.3
2017-01-08 10:00:00+00:00,-1.7,88.4,1095.4
2017-01-08 11:00:00+00:00,-1.1,86.5,1095.3
2017-01-08 12:00:00+00:00,-0.5,83.5,1094.7
2017-01-08 13:00:00+00:00,-0.1,81.5,1094.6
2017-01-08 14:00:00+00:00,-0.1,81.3,1094.9
2017-01-08 15:00:00+00:00,-0.2,81.6,1095.3
2017-01-08 16:00:00+00:00,-0.2,81.8,1095.3
2017-01-08 17:00:00+00:00,-0.2,81.1,1095.4
2017-01-08 18:00:00+00:00,-0.3,81.0,1095.2
2017-01-08 19:00:00+00:00,-0.3,81.2,1095.2
2017-01-08 20:00:00+00:00,-0.5,83.2,1095.3
2017-01-08 21:00:00+00:00,-0.7,85.3,1095.4
2017-01-08 22:00:00+00:00,-0.7,85.6,1095.3
2017-01-08 23:00:00+00:00,-0.6,86.2,1095.3
2017-01-09 00:00:00+00:00,-0.8,89.2,1094.9
2017-01-09 01:00:00+00:00,-0.9,89.8,1094.8
2017-01-09 02:00:00+00:00,-0.7,89.1,1094.8
2017-01-09 03:00:00+00:00,-0.6,89.5,1094.4
2017-01-09 04:00:00+00:00,-0.6,89.3,1094.0
2017-01-09 05:00:00+00:00,-0.7,89.4,1093.5
2017-01-09 06:00:00+00:00,-0.8,89.8,1093.1
2017-01-09 07:00:00+00:00,-0.7,89.5,1093.0
2017-01-09 08:00:00+00:00,-0.7,90.0,1092.7
2017-01-09 09:00:00+00:00,-0.3,87.5,1093.1
2017-01-09 10:00:00+00:00,0.0,85.2,1092.5
2017-01-09 11:00:00+00:00,0.7,80.6,1091.6
2017-01-09 12:00:00+00:00,1.2,75.2,1090.8
2017-01-09 13:00:00+00:00,1.5,59.8,1090.1
2017-01-09 14:00:00+00:00,1.4,57.0,1089.5
2017-01-09 15:00:00+00:00,1.0,58.5,1089.1
2017-01-09 16:00:00+00:00,0.8,60.8,1088.9
2017-01-09 17:00:00+00:00,0.4,63.5,1088.6
2017-01-09 18:00:00+00:00,0.2,63.1,1087.8
2017-01-09 19:00:00+00:00,-0.2,64.4,1087.1
2017-01-09 20:00:00+00:00,-0.2,64.4,1086.0
2017-01-09 21:00:00+00:00,-0.3,65.0,1084.7
2017-01-09 22:00:00+00:00,-0.5,67.3,1083.5
2017-01-09 23:00:00+00:00,-0.7,70.9,1082.4
2017-01-10 00:00:00+00:00,-0.9,72.7,1081.5
2017-01-10 01:00:00+00:00,-1.0,71.5,1080.2
2017-01-10 02:00:00+00:00,-1.1,73.2,1079.0
2017-01-10 03:00:00+00:00,-1.2,75.0,1077.9
2017-01-10 04:00:00+00:00,-1.2,78.3,1076.6
2017-01-10 05:00:00+00:00,-1.5,89.2,1075.2
2017-01-10 06:00:00+00:00,-1.3,91.5,1074.1
2017-01-10 07:00:00+00:00,-1.1,92.6,1073.4
2017-01-10 08:00:00+00:00,-0.9,93.4,1073.0
2017-01-10 09:00:00+00:00,-0.7,93.5,1072.7
2017-01-10 10:00:00+00:00,-0.4,92.2,1072.3
2017-01-10 11:00:00+00:00,-0.2,92.9,1072.0
2017-01-10 12:00:00+00:00,-0.2,94.3,1071.6
2017-01-10 13:00:00+00:00,0.2,95.3,1071.5
2017-01-10 14:00:00+00:00,0.6,93.9,1071.8
2017-01-10 15:00:00+00:00,0.6,94.2,1072.8
2017-01-10 16:00:00+00:00,0.5,95.0,1073.8
2017-01-10 17:00:00+00:00,0.8,93.7,1074.7
2017-01-10 18:00:00+00:00,0.9,93.3,1075.5
2017-01-10 19:00:00+00:00,1.0,94.3,1076.2
2017-01-10 20:00:00+00:00,0.9,94.6,1076.9
2017-01-10 21:00:00+00:00,0.9,93.7,1077.3
2017-01-10 22:00:00+00:00,0.8,94.6,1077.6
2017-01-10 23:00:00+00:00,0.8,93.9,1078.3
2017-01-11 00:00:00+00:00,0.8,94.1,1078.6
2017-01-11 01:00:00+00:00,0.9,93.4,1079.0
2017-01-11 02:00:00+00:00,0.8,92.5,1079.5
2017-01-11 03:00:00+00:00,0.5,92.4,1079.7
2017-01-11 04:00:00+00:00,0.1,90.0,1079.7
2017-01-11 05:00:00+00:00,0.2,91.4,1079.8
2017-01-11 06:00:00+00:00,0.1,92.8,1080.1
2017-01-11 07:00:00+00:00,-0.5,94.4,1080.7
2017-01-11 08:00:00+00:00,0.2,89.4,1080.5
2017-01-11 09:00:00+00:00,1.5,80.3,1080.1
2017-01-11 10:00:00+00:00,2.3,74.6,1080.5
2017-01-11 11:00:00+00:00,2.9,70.6,1079.6
2017-01-11 12:00:00+00:00,3.7,67.1,1078.7
2017-01-11 13:00:00+00:00,4.0,67.2,1077.5
2017-01-11 14:00:00+00:00,3.2,76.9,1076.4
2017-01-11 15:00:00+00:00,3.5,75.9,1075.6
2017-01-11 16:00:00+00:00,4.5,73.9,1076.5
2017-01-11 17:00:00+00:00,5.5,76.5,1076.2
2017-01-11 18:00:00+00:00,6.2,74.6,1076.6
2017-01-11 19:00:00+00:00,5.1,83.4,1077.5
2017-01-11 20:00:00+00:00,3.9,93.0,1078.5
2017-01-11 21:00:00+00:00,5.2,84.1,1079.0
2017-01-11 22:00:00+00:00,6.3,76.8,1079.6
2017-01-11 23:00:00+00:00,6.3,76.6,1080.1
2017-01-12 00:00:00+00:00,6.3,76.7,1080.6
2017-01-12 01:00:00+00:00,6.3,76.1,1080.8
2017-01-12 02:00:00+00:00,6.0,76.8,1081.3
2017-01-12 03:00:00+00:00,6.0,76.8,1081.5
2017-01-12 04:00:00+00:00,5.8,77.9,1081.4
2017-01-12 05:00:00+00:00,5.8,75.7,1081.1
2017-01-12 06:00:00+00:00,5.9,72.3,1081.7
2017-01-12 07:00:00+00:00,5.8,71.5,1081.8
2017-01-12 08:00:00+00:00,5.9,71.0,1081.7
2017-01-12 09:00:00+00:00,5.9,72.4,1081.5
2017-01-12 10:00:00+00:00,5.6,79.4,1081.1
2017-01-12 11:00:00+00:00,6.0,78.9,1079.7
2017-01-12 12:00:00+00:00,6.5,77.5,1078.2
2017-01-12 13:00:00+00:00,6.6,75.9,1076.6
2017-01-12 14:00:00+00:00,6.9,72.0,1074.9
2017-01-12 15:00:00+00:00,5.7,81.4,1073.3
2017-01-12 16:00:00+00:00,5.1,84.1,1071.5
2017-01-12 17:00:00+00:00,4.7,85.9,1069.6
2017-01-12 18:00:00+00:00,4.1,90.0,1066.9
2017-01-12 19:00:00+00:00,4.2,87.0,1064.6
2017-01-12 20:00:00+00:00,7.8,66.3,1062.9
2017-01-12 21:00:00+00:00,8.8,64.3,1061.1
2017-01-12 22:00:00+00:00,8.4,69.6,1060.6
2017-01-12 23:00:00+00:00,7.6,76.5,1061.5
2017-01-13 00:00:00+00:00,6.9,62.8,1062.3
2017-01-13 01:00:00+00:00,4.3,72.8,1064.8
2017-01-13 02:00:00+00:00,3.1,82.1,1065.9
2017-01-13 03:00:00+00:00,2.9,78.9,1067.0
2017-01-13 04:00:00+00:00,2.6,67.5,1067.6
2017-01-13 05:00:00+00:00,1.9,78.7,1068.1
2017-01-13 06:00:00+00:00,1.1,80.4,1068.6
2017-01-13 07:00:00+00:00,1.7,71.6,1068.5
2017-01-13 08:00:00+00:00,1.5,73.2,1069.1
2017-01-13 09:00:00+00:00,1.7,69.9,1069.8
2017-01-13 10:00:00+00:00,1.5,74.2,1069.8
2017-01-13 11:00:00+00:00,1.0,74.4,1069.9
2017-01-13 12:00:00+00:00,1.4,70.5,1069.8
2017-01-13 13:00:00+00:00,1.8,68.7,1070.1
2017-01-13 14:00:00+00:00,1.2,75.0,1070.6
2017-01-13 15:00:00+00:00,1.3,71.1,1071.0
2017-01-13 16:00:00+00:00,1.2,70.9,1071.6
2017-01-13 17:00:00+00:00,0.4,80.8,1072.1
2017-01-13 18:00:00+00:00,0.6,80.7,1072.2
2017-01-13 19:00:00+00:00,0.5,79.2,1072.7
2017-01-13 20:00:00+00:00,0.4,77.5,1072.3
2017-01-13 21:00:00+00:00,0.0,80.7,1071.6
2017-01-13 22:00:00+00:00,1.0,77.6,1071.2
2017-01-13 23:00:00+00:00,1.6,76.5,1071.5
2017-01-14 00:00:00+00:00,1.7,77.3,1071.9
2017-01-14 01:00:00+00:00,1.9,78.7,1072.7
2017-01-14 02:00:00+00:00,1.9,79.2,1073.4
2017-01-14 03:00:00+00:00,1.8,79.0,1074.1
2017-01-14 04:00:00+00:00,1.7,78.6,1074.7
2017-01-14 05:00:00+00:00,1.5,78.8,1075.2
2017-01-14 06:00:00+00:00,1.5,79.0,1075.8
2017-01-14 07:00:00+00:00,1.3,80.4,1076.4
2017-01-14 08:00:00+00:00,0.8,86.7,1077.3
2017-01-14 09:00:00+00:00,0.6,88.1,1078.2
2017-01-14 10:00:00+00:00,0.7,88.1,1079.1
2017-01-14 11:00:00+00:00,1.0,81.4,1079.4
2017-01-14 12:00:00+00:00,1.3,75.0,1079.4
2017-01-14 13:00:00+00:00,1.1,73.1,1079.8
2017-01-14 14:00:00+00:00,1.1,71.6,1080.4
2017-01-14 15:00:00+00:00,0.7,71.5,1080.7
2017-01-14 16:00:00+00:00,0.2,71.7,1081.2
2017-01-14 17:00:00+00:00,0.1,70.7,1081.7
2017-01-14 18:00:00+00:00,0.0,69.5,1082.3
2017-01-14 19:00:00+00:00,-0.7,72.4,1082.2
2017-01-14 20:00:00+00:00,-0.7,72.7,1082.2
2017-01-14 21:00:00+00:00,-0.7,77.5,1082.2
2017-01-14 22:00:00+00:00,-1.1,85.2,1082.2
2017-01-14 23:00:00+00:00,-1.4,88.6,1082.0
2017-01-15 00:00:00+00:00,-1.4,88.1,1082.0
2017-01-15 01:00:00+00:00,-1.4,90.0,1082.3
2017-01-15 02:00:00+00:00,-1.3,88.1,1082.9
2017-01-15 03:00:00+00:00,-1.8,88.5,1083.1
2017-01-15 04:00:00+00:00,-2.2,87.6,1083.3
2017-01-15 05:00:00+00:00,-1.4,85.2,1083.5
2017-01-15 06:00:00+00:00,-1.4,84.5,1084.0
2017-01-15 07:00:00+00:00,-1.4,83.8,1084.7
2017-01-15 08:00:00+00:00,-1.1,83.6,1085.1
2017-01-15 09:00:00+00:00,-0.2,77.8,1085.7
2017-01-15 10:00:00+00:00,-0.1,80.0,1086.0
2017-01-15 11:00:00+00:00,-0.5,88.3,1085.8
2017-01-15 12:00:00+00:00,0.5,78.3,1085.6
2017-01-15 13:00:00+00:00,0.6,74.8,1085.5
2017-01-15 14:00:00+00:00,0.7,74.2,1085.5
2017-01-15 15:00:00+00:00,0.5,74.1,1085.6
2017-01-15 16:00:00+00:00,0.3,73.9,1085.7
2017-01-15 17:00:00+00:00,-0.2,75.5,1085.8
2017-01-15 18:00:00+00:00,-0.6,78.4,1086.0
2017-01-15 19:00:00+00:00,-0.5,77.8,1086.0
2017-01-15 20:00:00+00:00,-0.5,77.3,1085.8
2017-01-15 21:00:00+00:00,-1.7,81.1,1085.8
2017-01-15 22:00:00+00:00,-2.5,82.6,1085.6
2017-01-15 23:00:00+00:00,-1.7,80.9,1085.6
2017-01-16 00:00:00+00:00,-1.6,82.7,1085.2
2017-01-16 01:00:00+00:00,-2.4,86.7,1084.9
2017-01-16 02:00:00+00:00,-2.8,89.3,1084.8
2017-01-16 03:00:00+00:00,-4.0,92.8,1084.7
2017-01-16 04:00:00+00:00,-4.4,91.2,1084.8
2017-01-16 05:00:00+00:00,-4.5,91.1,1084.9
2017-01-16 06:00:00+00:00,-4.0,90.0,1085.2
2017-01-16 07:00:00+00:00,-3.8,90.3,1085.7
2017-01-16 08:00:00+00:00,-3.6,89.0,1086.3
2017-01-16 09:00:00+00:00,-3.2,88.2,1086.5
2017-01-16 10:00:00+00:00,-2.6,86.0,1086.7
2017-01-16 11:00:00+00:00,-2.3,82.4,1086.6
2017-01-16 12:00:00+00:00,-1.8,79.3,1086.2
2017-01-16 13:00:00+00:00,-1.5,76.8,1086.1
2017-01-16 14:00:00+00:00,-1.2,73.2,1086.2
2017-01-16 15:00:00+00:00,-1.4,70.5,1086.6
2017-01-16 16:00:00+00:00,-1.6,72.0,1086.9
2017-01-16 17:00:00+00:00,-2.2,76.6,1087.3
2017-01-16 18:00:00+00:00,-2.4,79.4,1087.8
2017-01-16 19:00:00+00:00,-2.8,80.4,1088.3
2017-01-16 20:00:00+00:00,-2.6,74.5,1088.7
2017-01-16 21:00:00+00:00,-2.9,72.2,1089.1
2017-01-16 22:00:00+00:00,-3.0,74.2,1089.3
2017-01-16 23:00:00+00:00,-3.4,74.8,1089.5
2017-01-17 00:00:00+00:00,-3.7,73.8,1089.8
2017-01-17 01:00:00+00:00,-4.3,74.6,1089.8
2017-01-17 02:00:00+00:00,-4.8,76.9,1089.9
2017-01-17 03:00:00+00:00,-6.6,82.3,1090.1
2017-01-17 04:00:00+00:00,-5.4,81.3,1090.4
2017-01-17 05:00:00+00:00,-5.0,79.5,1090.8
2017-01-17 06:00:00+00:00,-5.2,81.1,1091.3
2017-01-17 07:00:00+00:00,-5.2,83.4,1091.9
2017-01-17 08:00:00+00:00,-5.2,82.0,1092.3
2017-01-17 09:00:00+00:00,-4.4,77.0,1092.6
2017-01-17 10:00:00+00:00,-3.0,68.4,1092.7
2017-01-17 11:00:00+00:00,-2.3,62.7,1092.4
2017-01-17 12:00:00+00:00,-1.6,58.4,1091.9
2017-01-17 13:00:00+00:00,-1.5,58.8,1091.5
2017-01-17 14:00:00+00:00,-1.5,55.0,1091.4
2017-01-17 15:00:00+00:00,-1.5,55.6,1091.6
2017-01-17 16:00:00+00:00,-1.9,59.4,1092.0
2017-01-17 17:00:00+00:00,-2.4,61.8,1092.4
2017-01-17 18:00:00+00:00,-2.4,58.0,1092.9
2017-01-17 19:00:00+00:00,-2.4,56.0,1093.1
2017-01-17 20:00:00+00:00,-2.4,56.5,1093.1
2017-01-17 21:00:00+00:00,-2.6,57.8,1093.1
2017-01-17 22:00:00+00:00,-2.7,57.9,1093.2
2017-01-17 23:00:00+00:00,-2.9,59.3,1093.3
2017-01-18 00:00:00+00:00,-3.1,60.0,1093.4
2017-01-18 01:00:00+00:00,-3.1,59.4,1093.4
2017-01-18 02:00:00+00:00,-3.4,58.9,1093.3
2017-01-18 03:00:00+00:00,-3.5,61.0,1093.2
2017-01-18 04:00:00+00:00,-3.5,61.2,1093.1
2017-01-18 05:00:00+00:00,-3.6,61.8,1093.1
2017-01-18 06:00:00+00:00,-3.9,65.6,1093.4
2017-01-18 07:00:00+00:00,-3.6,62.4,1093.8
2017-01-18 08:00:00+00:00,-3.4,61.5,1094.3
2017-01-18 09:00:00+00:00,-3.2,60.7,1094.7
2017-01-18 10:00:00+00:00,-3.0,58.8,1094.9
2017-01-18 11:00:00+00:00,-2.9,58.9,1094.6
2017-01-18 12:00:00+00:00,-2.1,55.9,1094.3
2017-01-18 13:00:00+00:00,-1.8,55.0,1094.0
2017-01-18 14:00:00+00:00,-1.6,53.6,1094.1
2017-01-18 15:00:00+00:00,-1.8,54.1,1094.1
2017-01-18 16:00:00+00:00,-2.2,55.9,1094.3
2017-01-18 17:00:00+00:00,-2.2,56.4,1094.5
2017-01-18 18:00:00+00:00,-2.2,56.8,1094.5
2017-01-18 19:00:00+00:00,-2.2,57.3,1094.7
2017-01-18 20:00:00+00:00,-2.5,58.5,1094.5
2017-01-18 21:00:00+00:00,-2.6,59.6,1094.5
2017-01-18 22:00:00+00:00,-2.7,60.4,1094.4
2017-01-18 23:00:00+00:00,-2.7,61.5,1094.2
2017-01-19 00:00:00+00:00,-2.8,62.5,1094.2
2017-01-19 01:00:00+00:00,-3.2,65.1,1094.4
2017-01-19 02:00:00+00:00,-3.0,64.6,1094.6
2017-01-19 03:00:00+00:00,-5.3,77.8,1094.8
2017-01-19 04:00:00+00:00,-6.5,84.3,1094.9
2017-01-19 05:00:00+00:00,-6.5,85.3,1094.7
2017-01-19 06:00:00+00:00,-6.4,84.7,1094.9
2017-01-19 07:00:00+00:00,-6.7,84.7,1095.4
2017-01-19 08:00:00+00:00,-6.8,85.1,1096.1
2017-01-19 09:00:00+00:00,-6.4,82.6,1096.3
2017-01-19 10:00:00+00:00,-5.8,80.9,1096.3
2017-01-19 11:00:00+00:00,-5.0,78.5,1095.8
2017-01-19 12:00:00+00:00,-3.4,69.8,1095.4
2017-01-19 13:00:00+00:00,-2.8,66.4,1095.1
2017-01-19 14:00:00+00:00,-2.8,66.6,1095.1
2017-01-19 15:00:00+00:00,-3.0,67.5,1095.2
2017-01-19 16:00:00+00:00,-3.1,67.4,1095.4
2017-01-19 17:00:00+00:00,-3.2,67.4,1095.5
2017-01-19 18:00:00+00:00,-3.3,68.5,1095.7
2017-01-19 19:00:00+00:00,-3.6,68.6,1095.8
2017-01-19 20:00:00+00:00,-3.8,70.2,1095.9
2017-01-19 21:00:00+00:00,-4.0,70.1,1095.8
2017-01-19 22:00:00+00:00,-3.9,68.7,1095.5
2017-01-19 23:00:00+00:00,-4.0,68.0,1095.4
